torch.compile disabled in this fork runtime path.
Using PyTorch SDPA attention backend.
GPU: NVIDIA RTX 4000 Ada Generation Laptop GPU
GPU VRAM: 12.0 GB
GPU CC: 8.9
GPU profile: ada-10-15gb
Consumer matrix support: yes
TF32: enabled
AMP dtype: torch.bfloat16
Vocab size: 8,192
Dataset: tinystories
Muon compute dtype: torch.bfloat16 (matching AMP dtype)
Using cached autotune candidate: batch_size=8, checkpointing=off.
Attention backend: sdpa
torch.compile: disabled
Trying train candidate: batch_size=8, activation_checkpointing=disabled
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 6, 'n_head': 3, 'n_kv_head': 1, 'n_embd': 384, 'window_pattern': 'SSSL', 'attention_backend': 'sdpa', 'use_activation_checkpointing': False, 'compute_dtype': torch.bfloat16}
Parameter counts:
  wte                     : 3,145,728
  value_embeds            : 3,145,728
  lm_head                 : 3,145,728
  transformer_matrices    : 9,437,280
  scalars                 : 12
  total                   : 18,874,476
Estimated FLOPs per token: 1.132468e+08
Scaling AdamW LRs by 1/sqrt(384/768) = 1.414214
Time budget: 300s
Gradient accumulation steps: 2

step 00000 (0.0%) | loss: 9.012215 | lrm: 0.00 | dt: 852ms | tok/sec: 38,460 | mfu: n/a | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 9.011978 | lrm: 0.00 | dt: 470ms | tok/sec: 69,670 | mfu: n/a | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 9.011896 | lrm: 0.00 | dt: 473ms | tok/sec: 69,285 | mfu: n/a | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 9.011858 | lrm: 0.00 | dt: 470ms | tok/sec: 69,746 | mfu: n/a | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 9.011905 | lrm: 0.00 | dt: 470ms | tok/sec: 69,694 | mfu: n/a | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 9.011911 | lrm: 0.00 | dt: 472ms | tok/sec: 69,408 | mfu: n/a | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 9.011890 | lrm: 0.00 | dt: 471ms | tok/sec: 69,558 | mfu: n/a | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 9.011872 | lrm: 0.00 | dt: 472ms | tok/sec: 69,399 | mfu: n/a | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 9.011864 | lrm: 0.00 | dt: 474ms | tok/sec: 69,147 | mfu: n/a | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 9.011866 | lrm: 0.00 | dt: 471ms | tok/sec: 69,501 | mfu: n/a | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 9.011882 | lrm: 0.00 | dt: 469ms | tok/sec: 69,902 | mfu: n/a | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 9.011860 | lrm: 0.00 | dt: 473ms | tok/sec: 69,348 | mfu: n/a | epoch: 1 | remaining: 300s    
step 00012 (0.2%) | loss: 9.011873 | lrm: 0.08 | dt: 470ms | tok/sec: 69,722 | mfu: n/a | epoch: 1 | remaining: 299s    
step 00013 (0.3%) | loss: 9.004846 | lrm: 0.16 | dt: 472ms | tok/sec: 69,359 | mfu: n/a | epoch: 1 | remaining: 299s    
step 00014 (0.5%) | loss: 8.982428 | lrm: 0.24 | dt: 475ms | tok/sec: 68,991 | mfu: n/a | epoch: 1 | remaining: 298s    
step 00015 (0.6%) | loss: 8.924780 | lrm: 0.31 | dt: 472ms | tok/sec: 69,434 | mfu: n/a | epoch: 1 | remaining: 298s    
step 00016 (0.8%) | loss: 8.808901 | lrm: 0.39 | dt: 472ms | tok/sec: 69,457 | mfu: n/a | epoch: 1 | remaining: 297s    
step 00017 (0.9%) | loss: 8.601466 | lrm: 0.47 | dt: 471ms | tok/sec: 69,567 | mfu: n/a | epoch: 1 | remaining: 297s    
step 00018 (1.1%) | loss: 8.314607 | lrm: 0.55 | dt: 470ms | tok/sec: 69,687 | mfu: n/a | epoch: 1 | remaining: 296s    
step 00019 (1.3%) | loss: 7.992035 | lrm: 0.63 | dt: 471ms | tok/sec: 69,544 | mfu: n/a | epoch: 1 | remaining: 296s    
step 00020 (1.4%) | loss: 7.637087 | lrm: 0.71 | dt: 471ms | tok/sec: 69,607 | mfu: n/a | epoch: 1 | remaining: 295s    
step 00021 (1.6%) | loss: 7.270720 | lrm: 0.79 | dt: 471ms | tok/sec: 69,632 | mfu: n/a | epoch: 1 | remaining: 295s    
step 00022 (1.7%) | loss: 6.937937 | lrm: 0.86 | dt: 470ms | tok/sec: 69,772 | mfu: n/a | epoch: 1 | remaining: 294s    
step 00023 (1.9%) | loss: 6.648412 | lrm: 0.94 | dt: 471ms | tok/sec: 69,635 | mfu: n/a | epoch: 1 | remaining: 294s    
step 00024 (2.0%) | loss: 6.380771 | lrm: 1.00 | dt: 471ms | tok/sec: 69,544 | mfu: n/a | epoch: 1 | remaining: 293s    
step 00025 (2.2%) | loss: 6.154943 | lrm: 1.00 | dt: 471ms | tok/sec: 69,547 | mfu: n/a | epoch: 1 | remaining: 293s    
step 00026 (2.4%) | loss: 5.953571 | lrm: 1.00 | dt: 470ms | tok/sec: 69,750 | mfu: n/a | epoch: 1 | remaining: 292s    
step 00027 (2.5%) | loss: 5.750514 | lrm: 1.00 | dt: 474ms | tok/sec: 69,085 | mfu: n/a | epoch: 1 | remaining: 292s    
step 00028 (2.7%) | loss: 5.571432 | lrm: 1.00 | dt: 477ms | tok/sec: 68,688 | mfu: n/a | epoch: 1 | remaining: 292s    
step 00138 (20.0%) | loss: 2.241574 | lrm: 1.00 | dt: 477ms | tok/sec: 68,750 | mfu: n/a | epoch: 1 | remaining: 239s    
step 00139 (20.2%) | loss: 2.246975 | lrm: 1.00 | dt: 472ms | tok/sec: 69,411 | mfu: n/a | epoch: 1 | remaining: 239s    
step 00140 (20.3%) | loss: 2.235791 | lrm: 1.00 | dt: 469ms | tok/sec: 69,799 | mfu: n/a | epoch: 1 | remaining: 239s    
step 00141 (20.5%) | loss: 2.238630 | lrm: 1.00 | dt: 471ms | tok/sec: 69,633 | mfu: n/a | epoch: 1 | remaining: 238s    
step 00142 (20.6%) | loss: 2.234551 | lrm: 1.00 | dt: 472ms | tok/sec: 69,455 | mfu: n/a | epoch: 1 | remaining: 238s    
step 00143 (20.8%) | loss: 2.217001 | lrm: 1.00 | dt: 470ms | tok/sec: 69,747 | mfu: n/a | epoch: 1 | remaining: 237s    
step 00144 (21.0%) | loss: 2.219351 | lrm: 1.00 | dt: 474ms | tok/sec: 69,174 | mfu: n/a | epoch: 1 | remaining: 237s    
step 00145 (21.1%) | loss: 2.217935 | lrm: 1.00 | dt: 473ms | tok/sec: 69,329 | mfu: n/a | epoch: 1 | remaining: 236s    
step 00146 (21.3%) | loss: 2.205342 | lrm: 1.00 | dt: 472ms | tok/sec: 69,470 | mfu: n/a | epoch: 1 | remaining: 236s    
step 00147 (21.4%) | loss: 2.205831 | lrm: 1.00 | dt: 476ms | tok/sec: 68,858 | mfu: n/a | epoch: 1 | remaining: 235s    
step 00148 (21.6%) | loss: 2.207588 | lrm: 1.00 | dt: 476ms | tok/sec: 68,873 | mfu: n/a | epoch: 1 | remaining: 235s    
step 00149 (21.8%) | loss: 2.190786 | lrm: 1.00 | dt: 472ms | tok/sec: 69,487 | mfu: n/a | epoch: 1 | remaining: 234s    
step 00150 (21.9%) | loss: 2.182133 | lrm: 1.00 | dt: 470ms | tok/sec: 69,731 | mfu: n/a | epoch: 1 | remaining: 234s    
step 00151 (22.1%) | loss: 2.186136 | lrm: 1.00 | dt: 473ms | tok/sec: 69,215 | mfu: n/a | epoch: 1 | remaining: 233s    
step 00152 (22.2%) | loss: 2.166503 | lrm: 1.00 | dt: 472ms | tok/sec: 69,495 | mfu: n/a | epoch: 1 | remaining: 233s    
step 00153 (22.4%) | loss: 2.158778 | lrm: 1.00 | dt: 471ms | tok/sec: 69,606 | mfu: n/a | epoch: 1 | remaining: 232s    
step 00154 (22.5%) | loss: 2.159831 | lrm: 1.00 | dt: 474ms | tok/sec: 69,073 | mfu: n/a | epoch: 1 | remaining: 232s    
step 00155 (22.7%) | loss: 2.151383 | lrm: 1.00 | dt: 472ms | tok/sec: 69,453 | mfu: n/a | epoch: 1 | remaining: 231s    
step 00156 (22.9%) | loss: 2.154243 | lrm: 1.00 | dt: 474ms | tok/sec: 69,175 | mfu: n/a | epoch: 1 | remaining: 231s    
step 00157 (23.0%) | loss: 2.147880 | lrm: 1.00 | dt: 473ms | tok/sec: 69,228 | mfu: n/a | epoch: 1 | remaining: 230s    
step 00158 (23.2%) | loss: 2.133843 | lrm: 1.00 | dt: 472ms | tok/sec: 69,370 | mfu: n/a | epoch: 1 | remaining: 230s    
step 00159 (23.3%) | loss: 2.143050 | lrm: 1.00 | dt: 472ms | tok/sec: 69,481 | mfu: n/a | epoch: 1 | remaining: 230s    
step 00160 (23.5%) | loss: 2.138283 | lrm: 1.00 | dt: 472ms | tok/sec: 69,475 | mfu: n/a | epoch: 1 | remaining: 229s    
step 00161 (23.6%) | loss: 2.127398 | lrm: 1.00 | dt: 470ms | tok/sec: 69,678 | mfu: n/a | epoch: 1 | remaining: 229s    
step 00162 (23.8%) | loss: 2.126685 | lrm: 1.00 | dt: 472ms | tok/sec: 69,429 | mfu: n/a | epoch: 1 | remaining: 228s    
step 00163 (24.0%) | loss: 2.108907 | lrm: 1.00 | dt: 471ms | tok/sec: 69,630 | mfu: n/a | epoch: 1 | remaining: 228s    
step 00164 (24.1%) | loss: 2.106150 | lrm: 1.00 | dt: 472ms | tok/sec: 69,485 | mfu: n/a | epoch: 1 | remaining: 227s    
step 00165 (24.3%) | loss: 2.109592 | lrm: 1.00 | dt: 477ms | tok/sec: 68,719 | mfu: n/a | epoch: 1 | remaining: 227s    
step 00166 (24.4%) | loss: 2.116412 | lrm: 1.00 | dt: 473ms | tok/sec: 69,265 | mfu: n/a | epoch: 1 | remaining: 226s    
step 00167 (24.6%) | loss: 2.114658 | lrm: 1.00 | dt: 476ms | tok/sec: 68,815 | mfu: n/a | epoch: 1 | remaining: 226s    
step 00168 (24.7%) | loss: 2.113712 | lrm: 1.00 | dt: 471ms | tok/sec: 69,593 | mfu: n/a | epoch: 1 | remaining: 225s    
step 00169 (24.9%) | loss: 2.113551 | lrm: 1.00 | dt: 472ms | tok/sec: 69,374 | mfu: n/a | epoch: 1 | remaining: 225s    
step 00170 (25.1%) | loss: 2.118795 | lrm: 1.00 | dt: 475ms | tok/sec: 68,956 | mfu: n/a | epoch: 1 | remaining: 224s    
step 00171 (25.2%) | loss: 2.101148 | lrm: 1.00 | dt: 473ms | tok/sec: 69,275 | mfu: n/a | epoch: 1 | remaining: 224s    
step 00172 (25.4%) | loss: 2.096846 | lrm: 1.00 | dt: 473ms | tok/sec: 69,344 | mfu: n/a | epoch: 1 | remaining: 223s    
step 00173 (25.5%) | loss: 2.104472 | lrm: 1.00 | dt: 476ms | tok/sec: 68,780 | mfu: n/a | epoch: 1 | remaining: 223s    
step 00174 (25.7%) | loss: 2.090564 | lrm: 1.00 | dt: 475ms | tok/sec: 68,928 | mfu: n/a | epoch: 1 | remaining: 222s    
step 00175 (25.8%) | loss: 2.089198 | lrm: 1.00 | dt: 473ms | tok/sec: 69,329 | mfu: n/a | epoch: 1 | remaining: 222s    
step 00176 (26.0%) | loss: 2.094028 | lrm: 1.00 | dt: 471ms | tok/sec: 69,590 | mfu: n/a | epoch: 1 | remaining: 222s    
step 00177 (26.2%) | loss: 2.082542 | lrm: 1.00 | dt: 477ms | tok/sec: 68,649 | mfu: n/a | epoch: 1 | remaining: 221s    
step 00178 (26.3%) | loss: 2.085902 | lrm: 1.00 | dt: 472ms | tok/sec: 69,446 | mfu: n/a | epoch: 1 | remaining: 221s    
step 00179 (26.5%) | loss: 2.080792 | lrm: 1.00 | dt: 478ms | tok/sec: 68,498 | mfu: n/a | epoch: 1 | remaining: 220s    
step 00180 (26.6%) | loss: 2.072653 | lrm: 1.00 | dt: 473ms | tok/sec: 69,331 | mfu: n/a | epoch: 1 | remaining: 220s    
step 00181 (26.8%) | loss: 2.078262 | lrm: 1.00 | dt: 474ms | tok/sec: 69,065 | mfu: n/a | epoch: 1 | remaining: 219s    
step 00182 (27.0%) | loss: 2.064841 | lrm: 1.00 | dt: 473ms | tok/sec: 69,317 | mfu: n/a | epoch: 1 | remaining: 219s    
step 00183 (27.1%) | loss: 2.056853 | lrm: 1.00 | dt: 472ms | tok/sec: 69,434 | mfu: n/a | epoch: 1 | remaining: 218s    
step 00184 (27.3%) | loss: 2.060958 | lrm: 1.00 | dt: 478ms | tok/sec: 68,558 | mfu: n/a | epoch: 1 | remaining: 218s    
step 00185 (27.4%) | loss: 2.051992 | lrm: 1.00 | dt: 472ms | tok/sec: 69,439 | mfu: n/a | epoch: 1 | remaining: 217s    
step 00186 (27.6%) | loss: 2.046844 | lrm: 1.00 | dt: 475ms | tok/sec: 68,976 | mfu: n/a | epoch: 1 | remaining: 217s    
step 00187 (27.7%) | loss: 2.045307 | lrm: 1.00 | dt: 477ms | tok/sec: 68,664 | mfu: n/a | epoch: 1 | remaining: 216s    
step 00188 (27.9%) | loss: 2.041749 | lrm: 1.00 | dt: 473ms | tok/sec: 69,295 | mfu: n/a | epoch: 1 | remaining: 216s    
step 00189 (28.1%) | loss: 2.040029 | lrm: 1.00 | dt: 472ms | tok/sec: 69,440 | mfu: n/a | epoch: 1 | remaining: 215s    
step 00190 (28.2%) | loss: 2.031332 | lrm: 1.00 | dt: 474ms | tok/sec: 69,192 | mfu: n/a | epoch: 1 | remaining: 215s    
step 00191 (28.4%) | loss: 2.027043 | lrm: 1.00 | dt: 472ms | tok/sec: 69,415 | mfu: n/a | epoch: 1 | remaining: 214s    
step 00192 (28.5%) | loss: 2.027115 | lrm: 1.00 | dt: 473ms | tok/sec: 69,323 | mfu: n/a | epoch: 1 | remaining: 214s    
step 00193 (28.7%) | loss: 2.018228 | lrm: 1.00 | dt: 472ms | tok/sec: 69,431 | mfu: n/a | epoch: 1 | remaining: 213s    
step 00194 (28.8%) | loss: 2.021252 | lrm: 1.00 | dt: 470ms | tok/sec: 69,707 | mfu: n/a | epoch: 1 | remaining: 213s    
step 00195 (29.0%) | loss: 2.013804 | lrm: 1.00 | dt: 471ms | tok/sec: 69,559 | mfu: n/a | epoch: 1 | remaining: 213s    
step 00196 (29.2%) | loss: 2.007780 | lrm: 1.00 | dt: 472ms | tok/sec: 69,478 | mfu: n/a | epoch: 1 | remaining: 212s    
step 00197 (29.3%) | loss: 2.017030 | lrm: 1.00 | dt: 472ms | tok/sec: 69,381 | mfu: n/a | epoch: 1 | remaining: 212s    
step 00198 (29.5%) | loss: 2.029683 | lrm: 1.00 | dt: 475ms | tok/sec: 68,985 | mfu: n/a | epoch: 1 | remaining: 211s    
step 00199 (29.6%) | loss: 2.020229 | lrm: 1.00 | dt: 476ms | tok/sec: 68,805 | mfu: n/a | epoch: 1 | remaining: 211s    
step 00200 (29.8%) | loss: 2.010464 | lrm: 1.00 | dt: 476ms | tok/sec: 68,899 | mfu: n/a | epoch: 1 | remaining: 210s    
step 00201 (30.0%) | loss: 2.008819 | lrm: 1.00 | dt: 474ms | tok/sec: 69,125 | mfu: n/a | epoch: 1 | remaining: 210s    
step 00202 (30.1%) | loss: 2.008331 | lrm: 1.00 | dt: 474ms | tok/sec: 69,138 | mfu: n/a | epoch: 1 | remaining: 209s    
step 00203 (30.3%) | loss: 2.002590 | lrm: 1.00 | dt: 478ms | tok/sec: 68,528 | mfu: n/a | epoch: 1 | remaining: 209s    
step 00204 (30.4%) | loss: 1.995910 | lrm: 1.00 | dt: 474ms | tok/sec: 69,141 | mfu: n/a | epoch: 1 | remaining: 208s    
step 00205 (30.6%) | loss: 1.995689 | lrm: 1.00 | dt: 471ms | tok/sec: 69,575 | mfu: n/a | epoch: 1 | remaining: 208s    
step 00206 (30.7%) | loss: 1.994971 | lrm: 1.00 | dt: 473ms | tok/sec: 69,269 | mfu: n/a | epoch: 1 | remaining: 207s    
step 00207 (30.9%) | loss: 1.984270 | lrm: 1.00 | dt: 471ms | tok/sec: 69,596 | mfu: n/a | epoch: 1 | remaining: 207s    
step 00208 (31.1%) | loss: 1.982932 | lrm: 1.00 | dt: 472ms | tok/sec: 69,417 | mfu: n/a | epoch: 1 | remaining: 206s    
step 00209 (31.2%) | loss: 1.974881 | lrm: 1.00 | dt: 474ms | tok/sec: 69,119 | mfu: n/a | epoch: 1 | remaining: 206s    
step 00210 (31.4%) | loss: 1.984783 | lrm: 1.00 | dt: 474ms | tok/sec: 69,117 | mfu: n/a | epoch: 1 | remaining: 205s    
step 00211 (31.5%) | loss: 1.998575 | lrm: 1.00 | dt: 471ms | tok/sec: 69,553 | mfu: n/a | epoch: 1 | remaining: 205s    
step 00212 (31.7%) | loss: 1.990756 | lrm: 1.00 | dt: 471ms | tok/sec: 69,564 | mfu: n/a | epoch: 1 | remaining: 204s    
step 00213 (31.8%) | loss: 1.989065 | lrm: 1.00 | dt: 473ms | tok/sec: 69,207 | mfu: n/a | epoch: 1 | remaining: 204s    
step 00214 (32.0%) | loss: 1.986779 | lrm: 1.00 | dt: 471ms | tok/sec: 69,549 | mfu: n/a | epoch: 1 | remaining: 204s    
step 00215 (32.2%) | loss: 1.978625 | lrm: 1.00 | dt: 473ms | tok/sec: 69,292 | mfu: n/a | epoch: 1 | remaining: 203s    
step 00216 (32.3%) | loss: 1.979934 | lrm: 1.00 | dt: 479ms | tok/sec: 68,470 | mfu: n/a | epoch: 1 | remaining: 203s    
step 00217 (32.5%) | loss: 1.978085 | lrm: 1.00 | dt: 473ms | tok/sec: 69,258 | mfu: n/a | epoch: 1 | remaining: 202s    
step 00218 (32.6%) | loss: 1.968544 | lrm: 1.00 | dt: 473ms | tok/sec: 69,307 | mfu: n/a | epoch: 1 | remaining: 202s    
step 00219 (32.8%) | loss: 1.970723 | lrm: 1.00 | dt: 476ms | tok/sec: 68,772 | mfu: n/a | epoch: 1 | remaining: 201s    
step 00220 (33.0%) | loss: 1.973728 | lrm: 1.00 | dt: 472ms | tok/sec: 69,357 | mfu: n/a | epoch: 1 | remaining: 201s    
step 00221 (33.1%) | loss: 1.976852 | lrm: 1.00 | dt: 471ms | tok/sec: 69,568 | mfu: n/a | epoch: 1 | remaining: 200s    
step 00222 (33.3%) | loss: 1.966442 | lrm: 1.00 | dt: 472ms | tok/sec: 69,480 | mfu: n/a | epoch: 1 | remaining: 200s    
step 00223 (33.4%) | loss: 1.953668 | lrm: 1.00 | dt: 476ms | tok/sec: 68,812 | mfu: n/a | epoch: 1 | remaining: 199s    
step 00224 (33.6%) | loss: 1.947700 | lrm: 1.00 | dt: 478ms | tok/sec: 68,569 | mfu: n/a | epoch: 1 | remaining: 199s    
step 00225 (33.7%) | loss: 1.947303 | lrm: 1.00 | dt: 471ms | tok/sec: 69,616 | mfu: n/a | epoch: 1 | remaining: 198s    
step 00226 (33.9%) | loss: 1.941130 | lrm: 1.00 | dt: 471ms | tok/sec: 69,576 | mfu: n/a | epoch: 1 | remaining: 198s    
step 00227 (34.1%) | loss: 1.943532 | lrm: 1.00 | dt: 472ms | tok/sec: 69,411 | mfu: n/a | epoch: 1 | remaining: 197s    
step 00228 (34.2%) | loss: 1.946712 | lrm: 1.00 | dt: 474ms | tok/sec: 69,178 | mfu: n/a | epoch: 1 | remaining: 197s    
step 00229 (34.4%) | loss: 1.950184 | lrm: 1.00 | dt: 471ms | tok/sec: 69,570 | mfu: n/a | epoch: 1 | remaining: 196s    
step 00230 (34.5%) | loss: 1.956371 | lrm: 1.00 | dt: 475ms | tok/sec: 68,980 | mfu: n/a | epoch: 1 | remaining: 196s    
step 00231 (34.7%) | loss: 1.956457 | lrm: 1.00 | dt: 475ms | tok/sec: 69,027 | mfu: n/a | epoch: 1 | remaining: 195s    
step 00232 (34.8%) | loss: 1.949905 | lrm: 1.00 | dt: 476ms | tok/sec: 68,824 | mfu: n/a | epoch: 1 | remaining: 195s    
step 00233 (35.0%) | loss: 1.946463 | lrm: 1.00 | dt: 473ms | tok/sec: 69,290 | mfu: n/a | epoch: 1 | remaining: 195s    
step 00234 (35.2%) | loss: 1.941823 | lrm: 1.00 | dt: 473ms | tok/sec: 69,276 | mfu: n/a | epoch: 1 | remaining: 194s    
step 00235 (35.3%) | loss: 1.934028 | lrm: 1.00 | dt: 472ms | tok/sec: 69,353 | mfu: n/a | epoch: 1 | remaining: 194s    
step 00236 (35.5%) | loss: 1.944742 | lrm: 1.00 | dt: 474ms | tok/sec: 69,175 | mfu: n/a | epoch: 1 | remaining: 193s    
step 00237 (35.6%) | loss: 1.938746 | lrm: 1.00 | dt: 477ms | tok/sec: 68,765 | mfu: n/a | epoch: 1 | remaining: 193s    
step 00238 (35.8%) | loss: 1.935793 | lrm: 1.00 | dt: 477ms | tok/sec: 68,626 | mfu: n/a | epoch: 1 | remaining: 192s    
step 00239 (36.0%) | loss: 1.936879 | lrm: 1.00 | dt: 473ms | tok/sec: 69,329 | mfu: n/a | epoch: 1 | remaining: 192s    
step 00240 (36.1%) | loss: 1.933032 | lrm: 1.00 | dt: 475ms | tok/sec: 69,053 | mfu: n/a | epoch: 1 | remaining: 191s    
step 00241 (36.3%) | loss: 1.931185 | lrm: 1.00 | dt: 478ms | tok/sec: 68,610 | mfu: n/a | epoch: 1 | remaining: 191s    
step 00242 (36.4%) | loss: 1.951525 | lrm: 1.00 | dt: 470ms | tok/sec: 69,653 | mfu: n/a | epoch: 1 | remaining: 190s    
step 00243 (36.6%) | loss: 1.953377 | lrm: 1.00 | dt: 472ms | tok/sec: 69,399 | mfu: n/a | epoch: 1 | remaining: 190s    
step 00244 (36.7%) | loss: 1.942707 | lrm: 1.00 | dt: 473ms | tok/sec: 69,288 | mfu: n/a | epoch: 1 | remaining: 189s    
step 00245 (36.9%) | loss: 1.942632 | lrm: 1.00 | dt: 477ms | tok/sec: 68,732 | mfu: n/a | epoch: 1 | remaining: 189s    
step 00246 (37.1%) | loss: 1.927366 | lrm: 1.00 | dt: 471ms | tok/sec: 69,537 | mfu: n/a | epoch: 1 | remaining: 188s    
step 00247 (37.2%) | loss: 1.916369 | lrm: 1.00 | dt: 469ms | tok/sec: 69,838 | mfu: n/a | epoch: 1 | remaining: 188s    
step 00248 (37.4%) | loss: 1.924443 | lrm: 1.00 | dt: 473ms | tok/sec: 69,235 | mfu: n/a | epoch: 1 | remaining: 187s    
step 00249 (37.5%) | loss: 1.912497 | lrm: 1.00 | dt: 472ms | tok/sec: 69,364 | mfu: n/a | epoch: 1 | remaining: 187s    
step 00250 (37.7%) | loss: 1.917514 | lrm: 1.00 | dt: 472ms | tok/sec: 69,381 | mfu: n/a | epoch: 1 | remaining: 186s    
step 00251 (37.8%) | loss: 1.906883 | lrm: 1.00 | dt: 471ms | tok/sec: 69,504 | mfu: n/a | epoch: 1 | remaining: 186s    
step 00252 (38.0%) | loss: 1.902769 | lrm: 1.00 | dt: 472ms | tok/sec: 69,358 | mfu: n/a | epoch: 1 | remaining: 186s    
step 00253 (38.2%) | loss: 1.911207 | lrm: 1.00 | dt: 472ms | tok/sec: 69,411 | mfu: n/a | epoch: 1 | remaining: 185s    
step 00254 (38.3%) | loss: 1.904711 | lrm: 1.00 | dt: 476ms | tok/sec: 68,852 | mfu: n/a | epoch: 1 | remaining: 185s    
step 00255 (38.5%) | loss: 1.898042 | lrm: 1.00 | dt: 471ms | tok/sec: 69,523 | mfu: n/a | epoch: 1 | remaining: 184s    
step 00256 (38.6%) | loss: 1.908840 | lrm: 1.00 | dt: 472ms | tok/sec: 69,377 | mfu: n/a | epoch: 1 | remaining: 184s    
step 00257 (38.8%) | loss: 1.902925 | lrm: 1.00 | dt: 472ms | tok/sec: 69,463 | mfu: n/a | epoch: 1 | remaining: 183s    
step 00258 (38.9%) | loss: 1.891235 | lrm: 1.00 | dt: 473ms | tok/sec: 69,323 | mfu: n/a | epoch: 1 | remaining: 183s    
step 00259 (39.1%) | loss: 1.899376 | lrm: 1.00 | dt: 472ms | tok/sec: 69,455 | mfu: n/a | epoch: 1 | remaining: 182s    
step 00260 (39.3%) | loss: 1.897040 | lrm: 1.00 | dt: 472ms | tok/sec: 69,426 | mfu: n/a | epoch: 1 | remaining: 182s    
step 00261 (39.4%) | loss: 1.898276 | lrm: 1.00 | dt: 471ms | tok/sec: 69,556 | mfu: n/a | epoch: 1 | remaining: 181s    
step 00262 (39.6%) | loss: 1.885551 | lrm: 1.00 | dt: 472ms | tok/sec: 69,476 | mfu: n/a | epoch: 1 | remaining: 181s    
step 00263 (39.7%) | loss: 1.876391 | lrm: 1.00 | dt: 475ms | tok/sec: 68,949 | mfu: n/a | epoch: 1 | remaining: 180s    
step 00264 (39.9%) | loss: 1.884903 | lrm: 1.00 | dt: 472ms | tok/sec: 69,488 | mfu: n/a | epoch: 1 | remaining: 180s    
step 00265 (40.0%) | loss: 1.884478 | lrm: 1.00 | dt: 473ms | tok/sec: 69,293 | mfu: n/a | epoch: 1 | remaining: 179s    
step 00266 (40.2%) | loss: 1.883382 | lrm: 1.00 | dt: 475ms | tok/sec: 69,014 | mfu: n/a | epoch: 1 | remaining: 179s    
step 00267 (40.4%) | loss: 1.880342 | lrm: 1.00 | dt: 470ms | tok/sec: 69,652 | mfu: n/a | epoch: 1 | remaining: 178s    
step 00268 (40.5%) | loss: 1.869119 | lrm: 1.00 | dt: 477ms | tok/sec: 68,741 | mfu: n/a | epoch: 1 | remaining: 178s    
step 00269 (40.7%) | loss: 1.860004 | lrm: 1.00 | dt: 478ms | tok/sec: 68,510 | mfu: n/a | epoch: 1 | remaining: 177s    
step 00270 (40.8%) | loss: 1.863000 | lrm: 1.00 | dt: 478ms | tok/sec: 68,500 | mfu: n/a | epoch: 1 | remaining: 177s    
step 00271 (41.0%) | loss: 1.859362 | lrm: 1.00 | dt: 472ms | tok/sec: 69,376 | mfu: n/a | epoch: 1 | remaining: 177s    
step 00272 (41.2%) | loss: 1.876741 | lrm: 1.00 | dt: 471ms | tok/sec: 69,577 | mfu: n/a | epoch: 1 | remaining: 176s    
step 00273 (41.3%) | loss: 1.867310 | lrm: 1.00 | dt: 472ms | tok/sec: 69,440 | mfu: n/a | epoch: 1 | remaining: 176s    
step 00274 (41.5%) | loss: 1.867649 | lrm: 1.00 | dt: 477ms | tok/sec: 68,668 | mfu: n/a | epoch: 1 | remaining: 175s    
step 00275 (41.6%) | loss: 1.866789 | lrm: 1.00 | dt: 473ms | tok/sec: 69,260 | mfu: n/a | epoch: 1 | remaining: 175s    
step 00276 (41.8%) | loss: 1.854240 | lrm: 1.00 | dt: 471ms | tok/sec: 69,516 | mfu: n/a | epoch: 1 | remaining: 174s    
step 00277 (41.9%) | loss: 1.861581 | lrm: 1.00 | dt: 473ms | tok/sec: 69,329 | mfu: n/a | epoch: 1 | remaining: 174s    
step 00278 (42.1%) | loss: 1.856638 | lrm: 1.00 | dt: 473ms | tok/sec: 69,336 | mfu: n/a | epoch: 1 | remaining: 173s    
step 00279 (42.3%) | loss: 1.849632 | lrm: 1.00 | dt: 473ms | tok/sec: 69,340 | mfu: n/a | epoch: 1 | remaining: 173s    
step 00280 (42.4%) | loss: 1.862208 | lrm: 1.00 | dt: 475ms | tok/sec: 68,923 | mfu: n/a | epoch: 1 | remaining: 172s    
step 00281 (42.6%) | loss: 1.861523 | lrm: 1.00 | dt: 477ms | tok/sec: 68,759 | mfu: n/a | epoch: 1 | remaining: 172s    
step 00282 (42.7%) | loss: 1.854401 | lrm: 1.00 | dt: 476ms | tok/sec: 68,838 | mfu: n/a | epoch: 1 | remaining: 171s    
